Task_ID,Task_Name,Module,Assigned_Team,Estimated_Duration,Actual_Duration,Delay_Risk (%),Workload (%),Needed_Resources,Priority_Level,Resource_Availability,Required_Experience (Years),Planning_Conflict,Adaptability_Score,Scrum_Sprint_Count,Sprint_Velocity,Mapped_Role,AI_Willingness,AI_Usage_Percentage,AI_Familiarity,AI_Familiarity_Score,Agile_Familiarity,Agile_Familiarity_Score,Duration_Accuracy,Velocity_to_Experience_Ratio,AI_Adaptability_Index,Module_Encoded,Assigned_Team_Encoded,Needed_Resources_Encoded,Priority_Level_Encoded,Resource_Availability_Encoded,Planning_Conflict_Encoded,Mapped_Role_Encoded,AI_Familiarity_Encoded,Agile_Familiarity_Encoded
TASK_384,Task 384,Authentication,QA,0.5333333333333334,0.5,0.0,0.0,1 React Dev,Medium,Available,0.6666666666666666,Overlaps with Sprint 5,0.42,0.9999999999999998,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.17543859649122806,0.11187500000000002,0.26504854368932035,0,4,1,3,0,2,1,0,0
TASK_385,Task 385,Sprint Planning,FullStack,0.6666666666666667,0.050000000000000044,0.875,0.5714285714285714,1 React Dev,Critical,Busy,0.0,No Conflict,0.85,0.16666666666666674,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6052631578947367,0.8906249999999999,0.8500000000000001,3,3,1,0,2,0,0,1,0
TASK_386,Task 386,Payment,QA,1.0,0.2,0.875,0.2857142857142858,,Critical,Available in March,0.33333333333333337,Overlaps with Holidays,0.99,0.6666666666666667,0.5,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.5321637426900585,0.19791666666666669,0.624757281553398,2,4,3,0,1,1,1,0,0
TASK_387,Task 387,Payment,FullStack,0.46666666666666673,0.8500000000000001,0.125,1.0,1 QA Tester,Medium,Available,0.6666666666666666,No Conflict,0.49,0.16666666666666674,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09090909090909088,0.03749999999999999,0.49,2,3,0,3,0,0,0,1,0
TASK_388,Task 388,Sprint Planning,DevOps,0.8,0.55,1.0,1.0,1 React Dev,Low,Busy,0.16666666666666666,Overlaps with Holidays,0.41,0.0,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22697368421052633,0.4312499999999999,0.41,3,1,1,2,2,1,0,1,0
TASK_389,Task 389,Testing,Frontend,1.0,0.3500000000000001,0.5,0.5714285714285714,,Low,Busy,0.33333333333333337,Overlaps with Sprint 5,0.04,0.5,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.38596491228070173,0.190625,0.04,4,2,3,2,2,2,0,1,0
TASK_390,Task 390,Dashboard,Frontend,0.13333333333333336,0.10000000000000003,0.0,0.5714285714285714,1 React Dev,Critical,Available in March,0.0,No Conflict,0.87,0.8333333333333333,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.60625,0.87,1,2,1,0,1,0,0,1,0
TASK_391,Task 391,Sprint Planning,QA,0.26666666666666666,1.0,0.5,0.0,2 Backend Devs,Low,Available,0.16666666666666666,No Conflict,0.87,0.33333333333333326,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.04210526315789473,0.4203125,0.5490291262135922,3,4,2,2,0,0,1,0,0
TASK_392,Task 392,Sprint Planning,Backend,0.9333333333333333,0.2,0.0,1.0,2 Backend Devs,Low,Available in March,0.9999999999999999,Overlaps with Sprint 5,0.88,0.5,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.5029239766081872,0.021875000000000006,0.88,3,0,2,2,1,2,0,1,0
TASK_393,Task 393,Authentication,Backend,0.13333333333333336,0.5,0.125,1.0,1 QA Tester,Critical,Busy,0.0,Overlaps with Sprint 5,0.59,0.6666666666666667,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07017543859649122,0.7374999999999999,0.59,0,0,0,0,2,2,0,1,0
TASK_394,Task 394,Testing,Backend,0.6666666666666667,0.45000000000000007,0.5,0.2857142857142858,1 React Dev,Low,Available in March,0.9999999999999999,No Conflict,0.69,0.5,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.22932330827067665,0.06250000000000001,0.69,4,0,1,2,1,0,0,1,0
TASK_395,Task 395,Dashboard,Frontend,0.5333333333333334,0.9500000000000002,0.125,1.0,1 React Dev,Low,Busy,0.33333333333333337,Overlaps with Sprint 5,0.67,0.9999999999999998,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.08991228070175436,0.2270833333333333,0.67,1,2,1,2,2,2,0,1,0
TASK_396,Task 396,Testing,FullStack,0.6666666666666667,1.0,1.0,0.0,2 Backend Devs,Critical,Available,0.6666666666666666,No Conflict,0.12,0.9999999999999998,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10526315789473684,0.08562499999999999,0.12,4,3,2,0,0,0,0,1,0
TASK_397,Task 397,Dashboard,DevOps,0.6000000000000001,0.9500000000000002,1.0,1.0,1 React Dev,Critical,Busy,0.33333333333333337,No Conflict,1.0,0.5,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10087719298245615,0.24895833333333328,1.0,1,1,1,0,2,0,0,1,0
TASK_398,Task 398,Dashboard,Backend,0.8,0.30000000000000004,0.5,0.2857142857142858,2 Backend Devs,High,Busy,0.9999999999999999,Overlaps with Sprint 5,0.99,0.8333333333333333,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.354066985645933,0.05312500000000002,0.99,1,0,2,1,2,2,0,1,0
TASK_399,Task 399,Payment,FullStack,0.6000000000000001,0.65,0.125,1.0,1 QA Tester,Critical,Available in March,0.33333333333333337,No Conflict,0.14,0.6666666666666667,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15204678362573099,0.24166666666666664,0.14,2,3,0,0,1,0,0,1,0
TASK_400,Task 400,Testing,QA,0.8666666666666667,0.7000000000000001,0.0,0.2857142857142858,1 QA Tester,Medium,Available in March,0.9999999999999999,No Conflict,0.95,0.16666666666666674,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.1966759002770083,0.05312500000000002,0.5995145631067961,4,4,0,3,1,0,1,0,0
